50.91; 23.43; 752.00
51.16; 23.43; 749.00
51.41; 23.40; 739.00
51.67; 23.43; 743.00
51.92; 23.43; 735.00
52.18; 23.43; 737.00
52.43; 23.43; 742.00
52.69; 23.43; 757.00
52.94; 23.43; 742.00
53.19; 23.43; 736.00
53.45; 23.43; 753.00
53.71; 23.43; 725.00
53.96; 23.43; 753.00
54.21; 23.43; 732.00
54.47; 23.43; 751.00
54.72; 23.40; 758.00
54.98; 23.43; 731.00
55.23; 23.43; 736.00
55.49; 23.43; 722.00
55.74; 23.43; 743.00
56.00; 23.43; 755.00
56.25; 23.43; 733.00
56.50; 23.40; 735.00
56.76; 23.43; 744.00
57.02; 23.43; 755.00
57.27; 23.43; 743.00
57.52; 23.43; 741.00
57.78; 23.43; 740.00
58.03; 23.43; 737.00
58.29; 23.43; 753.00
58.54; 23.43; 752.00
58.80; 23.43; 752.00
59.05; 23.40; 761.00
59.31; 23.43; 742.00
59.56; 23.43; 741.00
59.81; 23.43; 752.00
60.07; 23.47; 747.00
60.32; 23.43; 733.00
60.58; 23.43; 751.00
60.83; 23.43; 727.00
61.09; 23.43; 745.00
61.34; 23.43; 730.00
61.59; 23.43; 745.00
61.85; 23.43; 755.00
62.10; 23.43; 718.00
62.36; 23.43; 736.00
62.61; 23.43; 735.00
62.87; 23.43; 742.00
63.12; 23.47; 745.00
63.38; 23.43; 755.00
63.63; 23.43; 736.00
63.88; 23.43; 743.00
64.14; 23.43; 736.00
64.40; 23.43; 723.00
64.65; 23.47; 743.00
64.90; 23.43; 742.00
65.16; 23.43; 733.00
65.41; 23.47; 740.00
65.67; 23.47; 749.00
65.92; 23.43; 743.00
66.18; 23.47; 738.00
66.43; 23.43; 752.00
66.69; 23.43; 740.00
66.94; 23.43; 744.00
67.19; 23.47; 736.00
67.45; 23.43; 752.00
67.71; 23.43; 747.00
67.96; 23.43; 737.00
68.21; 23.47; 729.00
68.47; 23.43; 739.00
68.72; 23.43; 731.00
68.98; 23.43; 720.00
69.23; 23.43; 755.00
69.49; 23.43; 730.00
69.74; 23.47; 735.00
70.00; 23.43; 724.00
70.25; 23.43; 735.00
70.50; 23.47; 740.00
70.76; 23.43; 742.00
71.01; 23.43; 741.00
71.27; 23.43; 729.00
71.52; 23.43; 743.00
71.78; 23.43; 742.00
72.03; 23.43; 734.00
72.28; 23.43; 736.00
72.54; 23.43; 730.00
72.79; 23.43; 732.00
73.05; 23.43; 735.00
73.30; 23.43; 725.00
73.56; 23.43; 760.00
73.81; 23.43; 742.00
74.07; 23.43; 731.00
74.32; 23.47; 732.00
74.57; 23.43; 731.00
74.83; 23.43; 748.00
75.09; 23.43; 733.00
75.34; 23.43; 739.00
75.59; 23.43; 743.00
75.85; 23.47; 735.00
76.10; 23.43; 746.00
