0.00; 26.31; 651.00
0.25; 26.28; 649.00
0.51; 26.31; 659.00
0.76; 26.31; 658.00
1.02; 26.28; 656.00
1.27; 26.34; 655.00
1.52; 26.28; 659.00
1.78; 26.31; 656.00
2.03; 26.31; 652.00
2.29; 26.31; 661.00
2.54; 26.34; 655.00
2.80; 26.31; 655.00
3.05; 26.31; 655.00
3.30; 26.28; 659.00
3.56; 26.31; 656.00
3.81; 26.31; 651.00
4.07; 26.31; 655.00
4.32; 26.34; 657.00
4.57; 26.31; 651.00
4.83; 26.31; 654.00
5.09; 26.31; 663.00
5.34; 26.28; 653.00
5.59; 26.31; 651.00
5.85; 26.31; 655.00
6.10; 26.31; 662.00
6.36; 26.31; 652.00
6.61; 26.31; 653.00
6.86; 26.31; 656.00
7.12; 26.34; 657.00
7.37; 26.31; 650.00
7.63; 26.31; 654.00
7.88; 26.31; 662.00
8.14; 26.31; 657.00
8.39; 26.31; 650.00
8.65; 26.34; 653.00
8.90; 26.34; 655.00
9.15; 26.31; 648.00
9.41; 26.31; 657.00
9.66; 26.34; 655.00
9.92; 26.31; 656.00
10.17; 26.31; 654.00
10.42; 26.31; 657.00
10.68; 26.34; 659.00
10.93; 26.28; 653.00
11.18; 26.28; 649.00
11.44; 26.31; 658.00
11.70; 26.31; 658.00
11.95; 26.34; 656.00
12.20; 26.28; 653.00
12.46; 26.31; 663.00
12.71; 26.31; 658.00
12.97; 26.31; 655.00
13.22; 26.31; 657.00
13.47; 26.31; 659.00
13.73; 26.31; 655.00
13.98; 26.31; 657.00
14.24; 26.34; 658.00
14.49; 26.31; 668.00
14.75; 26.31; 660.00
15.00; 26.34; 653.00
15.26; 26.31; 661.00
15.51; 26.31; 657.00
15.76; 26.34; 651.00
16.02; 26.31; 656.00
16.27; 26.34; 657.00
16.53; 26.34; 655.00
16.78; 26.31; 654.00
17.03; 26.34; 664.00
17.29; 26.31; 657.00
17.55; 26.31; 657.00
17.80; 26.34; 653.00
18.05; 26.31; 660.00
18.31; 26.31; 656.00
18.56; 26.31; 653.00
18.82; 26.34; 655.00
19.07; 26.31; 658.00
19.32; 26.31; 653.00
19.58; 26.31; 658.00
19.83; 26.31; 660.00
20.09; 26.31; 660.00
20.34; 26.34; 649.00
20.59; 26.31; 662.00
20.85; 26.31; 658.00
21.10; 26.31; 657.00
21.36; 26.31; 655.00
21.61; 26.31; 659.00
21.87; 26.34; 659.00
22.12; 26.31; 657.00
22.37; 26.28; 654.00
22.63; 26.31; 659.00
22.88; 26.31; 654.00
23.14; 26.34; 655.00
23.39; 26.31; 660.00
23.64; 26.34; 661.00
23.90; 26.31; 655.00
24.16; 26.31; 652.00
24.41; 26.34; 671.00
24.66; 26.34; 656.00
24.92; 26.31; 652.00
25.17; 26.31; 661.00
25.43; 26.31; 659.00
25.68; 26.31; 652.00
25.93; 26.31; 652.00
26.19; 26.31; 657.00
26.44; 26.31; 659.00
26.70; 26.31; 655.00
26.95; 26.34; 659.00
27.21; 26.31; 664.00
27.46; 26.31; 659.00
27.72; 26.31; 654.00
27.97; 26.31; 665.00
28.22; 26.34; 664.00
28.48; 26.31; 653.00
28.73; 26.31; 654.00
28.99; 26.31; 659.00
29.24; 26.31; 662.00
29.49; 26.31; 657.00
29.75; 26.34; 656.00
30.00; 26.31; 662.00
30.26; 26.31; 659.00
30.51; 26.31; 653.00
30.77; 26.31; 662.00
31.02; 26.28; 659.00
31.27; 26.31; 654.00
31.53; 26.31; 655.00
31.78; 26.34; 664.00
32.04; 26.31; 662.00
32.29; 26.28; 651.00
32.54; 26.31; 660.00
32.80; 26.31; 661.00
33.05; 26.31; 655.00
33.31; 26.31; 658.00
33.56; 26.31; 662.00
33.82; 26.34; 664.00
34.07; 26.31; 657.00
34.33; 26.31; 655.00
34.58; 26.34; 659.00
34.83; 26.34; 658.00
35.09; 26.34; 651.00
35.34; 26.31; 659.00
35.60; 26.31; 661.00
35.85; 26.31; 653.00
36.10; 26.28; 654.00
36.36; 26.31; 660.00
36.62; 26.31; 658.00
36.87; 26.31; 655.00
37.12; 26.31; 659.00
37.38; 26.31; 661.00
37.63; 26.34; 659.00
37.89; 26.34; 653.00
38.14; 26.31; 657.00
38.39; 26.31; 662.00
38.65; 26.31; 656.00
38.90; 26.28; 660.00
39.15; 26.31; 663.00
39.41; 26.34; 666.00
